id,messages,human_response
2494,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling content. Situation: I just got an A on my paper. It feels slick""}, {""role"": ""user"", ""content"": ""5""}, {""role"": ""assistant"", ""content"": ""What?""}, {""role"": ""user"", ""content"": ""I recently got an A on my paper. I feel great.""}]",Congrats! I bet that feels great!
2495,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling embarrassed. Situation: I went swimming. I then lost my trunks coming out!""}, {""role"": ""user"", ""content"": ""I went swimming recently. I lost my trunks walking out of the pool.""}, {""role"": ""assistant"", ""content"": ""That is embarrassing. I would hate to have that happen.""}, {""role"": ""user"", ""content"": ""Yeah_comma_ we all have a good laugh about it now""}]",That is the best way to handle those situations.
2496,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disgusted. Situation: Drinking a gallon of milk made me sick""}, {""role"": ""user"", ""content"": ""Drinking a gallon of milk in a day wasn't a good idea""}, {""role"": ""assistant"", ""content"": ""Ouch! I can relate. What made you decide to drink a whole gallon in a day?""}, {""role"": ""user"", ""content"": ""I wanted to see how hard it would be_comma_ turns out my stomach was JUST big enough""}]",Haha! I hope you experience no seriously ill effects!
2497,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling jealous. Situation: My friend got with a girl I liked. It sucks""}, {""role"": ""user"", ""content"": ""My friend slept with a girl I like. I feel horrible now""}, {""role"": ""assistant"", ""content"": ""Sheesh that is brutal_comma_ did you smack him?""}, {""role"": ""user"", ""content"": ""No_comma_ but I don't think he is my friend any more""}]",I don't blame you_comma_ that is low.
2498,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: When people try to control me""}, {""role"": ""user"", ""content"": ""I don't like working with managers that try to micro-manage me""}, {""role"": ""assistant"", ""content"": ""Me neither_comma_ I hate it when they just wont leave you alone""}, {""role"": ""user"", ""content"": ""Right_comma_ it kind of feels like they're insecure with their abilities while trying to make me feel bad at the same time""}]",Yes! I feel the same
2499,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling annoyed. Situation: Having a toothache is irritating""}, {""role"": ""user"", ""content"": ""Teeth are weird_comma_ but also take a lot of upkeep which is sometimes irritating""}, {""role"": ""assistant"", ""content"": ""Always try to brush your teeth at least twice a day_comma_ it helps""}, {""role"": ""user"", ""content"": ""Yeah that's what my dentist says_comma_ I'll try""}]",If you don't take care of your teeth then you will have a bad time later in life
2500,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling afraid. Situation: Sometimes I feel scared for no reason""}, {""role"": ""user"", ""content"": ""I wake up with chills sometimes for no reason""}, {""role"": ""assistant"", ""content"": ""That is bizarre_comma_ have you had this seen about?""}, {""role"": ""user"", ""content"": ""I think it's from dreams that I'm not able to recall""}]",That is odd_comma_ are you afraid when you wake up?
2501,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling angry. Situation: Not being able to reach my goals""}, {""role"": ""user"", ""content"": ""I wasn't able to reach my goals in the gym a couple days ago_comma_ and it helped me realize where I'm slacking off in other areas""}, {""role"": ""assistant"", ""content"": ""You sound a lot like my husband. He is really into going to the gym. Life isnt right if he doesnt get gym time.""}, {""role"": ""user"", ""content"": ""Yeah_comma_ it's fun to see how much you can conquer yourself_comma_ and it's nice to be able to see how you're changing""}]",I agree. Its pretty cool to see the changes. I never really got into going to the gym though. 
2502,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling confident. Situation: I jumped out of an airplane to sky dive yesterday. I still felt in control""}, {""role"": ""user"", ""content"": ""I recently went skydiving. It was a thrilling rush""}, {""role"": ""assistant"", ""content"": ""I have been skydiving_comma_ too! It was a fun experience.""}, {""role"": ""user"", ""content"": ""It was excellent. I feel so alive!""}]",I lost my hearing for a few hours after though_comma_ but other than that it was a wonderful experience.
2503,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling confident. Situation: I think I will be successful. I love life""}, {""role"": ""user"", ""content"": ""I think I will have success in my life. I love life these days!""}, {""role"": ""assistant"", ""content"": ""That is great_comma_ did something recently happen?""}, {""role"": ""user"", ""content"": ""I recently finished a new album I have been working on!""}]",Awesome! What type of music?
2504,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: I'm feeling happy to know that there's so many things I can be grateful for""}, {""role"": ""user"", ""content"": ""I'm excited to think of all the possibilities that are available to me at the moment""}, {""role"": ""assistant"", ""content"": ""What possibilities do you speak of?""}, {""role"": ""user"", ""content"": ""Being able to learn basically anything with the internet for one""}]",That sounds pretty exciting.
